model,task_id,role,score,method,reason
Meta-Llama-3-8B-Instruct-Q4_K_M,D02,Data,100.0,objective,수치정답 2/2
Meta-Llama-3-8B-Instruct-Q4_K_M,D03,Data,0.0,objective,"기대값 0.2687, 추출값 [0.02, 0.9, 0.02, 0.9, 0.98, 0.05, 0.0181818, 0.0182]"
Meta-Llama-3-8B-Instruct-Q4_K_M,D04,Data,20.0,objective,"line 기준 groupby=FAIL, defect_rate 평균=PASS, 집계 평균 > 0.03 필터=FAIL, 집계값 내림차순 정렬=FAIL"
Meta-Llama-3-8B-Instruct-Q4_K_M,D05,Data,100.0,objective,수치정답 2/2
Meta-Llama-3-8B-Instruct-Q4_K_M,P01,PPT,97.25,hybrid,Hybrid: 자동검증 100.0점 × 45% + Judge 95.0점 × 55%. Judge: JSON 형식이 아니어서 score 필드에서 복구
Meta-Llama-3-8B-Instruct-Q4_K_M,P02,PPT,80.0,hybrid,"Hybrid: 자동검증 80.0점 × 35% + Judge 80.0점 × 65%. Judge: 차트 유형과 제목은 적절하지만, 4.8%가 누락되었고 파일럿 표기가 부족함. 자동검증 결과에 따라 감점이 필요하며, 주석에는 파일럿이 명시되어 있으나 수치 누락 문제는 여전히 존재함."
Meta-Llama-3-8B-Instruct-Q4_K_M,P03,PPT,49.0,hybrid,"Hybrid: 자동검증 60.0점 × 45% + Judge 40.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 각 슬라이드당 핵심 내용이 4개로 요구사항(2개)을 초과하여 자동검증에서 여러 번 실패함. 개념 설명도 부족하고, VRAM/양자화/멀티에이전트 연결 등 평가기준 충족 불충분"
Meta-Llama-3-8B-Instruct-Q4_K_M,P04,PPT,50.0,objective,필수개념 1/2
Meta-Llama-3-8B-Instruct-Q4_K_M,R01,Research,100.0,objective,필수개념 3/3
Meta-Llama-3-8B-Instruct-Q4_K_M,R02,Research,25.0,objective,필수개념 1/4
Meta-Llama-3-8B-Instruct-Q4_K_M,R03,Research,75.0,hybrid,"Hybrid: 자동검증 90.0점 × 50% + Judge 60.0점 × 50%. Judge: 센서 A와 B 모두 요구조건을 만족하지 못함을 올바르게 판단했으나, 센서 B의 정확도 문제를 제대로 설명하지 않음. 또한 센서 A는 샘플링이 부족하다고 명시해야 하지만 '10Hz가 낮다'는 표현은 불충분하며, 센서 B의 측정범위는 요구사항을 충족함에도 불구하고 '과도하게 넓다'는 오류가 있음."
Meta-Llama-3-8B-Instruct-Q4_K_M,R04,Research,100.0,objective,필수개념 4/4
Meta-Llama-3-8B-Instruct-Q4_K_M,W01,Writer,46.0,hybrid,"Hybrid: 자동검증 46.0점 × 45% + Judge 46.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 요약이 180-230자 기준을 크게 초과했고, '3개월', '한 개 라인', '다른 라인' 등의 필수 사실이 누락되어 자동검증에서 여러 항목이 실패함."
Meta-Llama-3-8B-Instruct-Q4_K_M,W02,Writer,97.25,hybrid,"Hybrid: 자동검증 100.0점 × 45% + Judge 95.0점 × 55%. Judge: 3문장으로 정확히 구성되었고, 전문 용어를 비전공자도 이해할 수 있도록 쉽게 설명함. 의미 훼손 없음."
Meta-Llama-3-8B-Instruct-Q4_K_M,W03,Writer,16.8,hybrid,"Hybrid: 자동검증 0.0점 × 40% + Judge 28.0점 × 60%, 실패한 핵심조건 상한 70.0점. Judge: 자동 검증 결과에서 여러 항목이 FAIL로 표시되었으며, 대안 및 조건 누락, 예산/정확도 우선 권고 미반영 등 핵심 평가기준을 충족하지 못함."
Meta-Llama-3-8B-Instruct-Q4_K_M,W04,Writer,48.0,hybrid,"Hybrid: 자동검증 54.0점 × 40% + Judge 44.0점 × 60%, 실패한 핵심조건 상한 80.0점. Judge: 문자 수 초과(403자)로 감점 30.0, 금요일 재점검 및 원인 미확정 누락으로 각 8.0 감점."
Meta-Llama-3-8B-Instruct-Q6_K,C01,Coding,100.0,objective,필수개념 2/2
Meta-Llama-3-8B-Instruct-Q6_K,C02,Coding,100.0,objective,필수개념 3/3
Meta-Llama-3-8B-Instruct-Q6_K,C03,Coding,100.0,objective,필수개념 5/5
Meta-Llama-3-8B-Instruct-Q6_K,C04,Coding,100.0,objective,"유효 알고리즘=PASS(seen set + append/add), 평균 O(n) 설명=PASS"
Meta-Llama-3-8B-Instruct-Q6_K,C05,Coding,100.0,objective,필수개념 3/3
Meta-Llama-3-8B-Instruct-Q6_K,K01,Critic,0.0,objective,필수개념 0/2
Meta-Llama-3-8B-Instruct-Q6_K,K02,Critic,100.0,objective,필수개념 4/4
Meta-Llama-3-8B-Instruct-Q6_K,K03,Critic,88.0,hybrid,"Hybrid: 자동검증 88.0점 × 50% + Judge 88.0점 × 50%. Judge: 모순을 정확히 지적했으나, '7월 1일~31일은 약 4주'라는 자동검증 결과에 해당하는 구체적인 수치 설명이 누락됨"
Meta-Llama-3-8B-Instruct-Q6_K,K04,Critic,50.0,hybrid,"Hybrid: 자동검증 50.0점 × 55% + Judge 50.0점 × 45%, 실패한 핵심조건 상한 60.0점. Judge: SQL Injection 문제는 정확히 지적했으나, 하드코딩된 비밀번호 문제를 제대로 식별하지 못함. 'password = ""admin123""'은 사용자 입력이 아닌 코드 내부에 고정되어 있으므로, 이 부분을 보안 문제로 명시해야 함."
Meta-Llama-3-8B-Instruct-Q6_K,K05,Critic,30.0,hybrid,"Hybrid: 자동검증 20.0점 × 50% + Judge 40.0점 × 50%. Judge: 응답은 일부 비판점을 제시했으나, 자동검증에서 지적된 핵심 항목(작은 표본, '보장' 표현, '모든 제조현장', 불확실성) 중 2개만 언급되었고, 나머지는 누락됨. 또한 '91.7%' 계산 오류는 전혀 언급되지 않음."
Meta-Llama-3-8B-Instruct-Q6_K,D01,Data,100.0,objective,정답 86.0 발견
Meta-Llama-3-8B-Instruct-Q6_K,D02,Data,100.0,objective,수치정답 2/2
Meta-Llama-3-8B-Instruct-Q6_K,D03,Data,0.0,objective,"기대값 0.2687, 추출값 [0.02, 0.9, 0.02, 0.9, 0.98, 0.05, 0.018, 0.018, 0.049, 0.3685]"
Meta-Llama-3-8B-Instruct-Q6_K,D04,Data,100.0,objective,"line 기준 groupby=PASS, defect_rate 평균=PASS, 집계 평균 > 0.03 필터=PASS, 집계값 내림차순 정렬=PASS"
Meta-Llama-3-8B-Instruct-Q6_K,D05,Data,100.0,objective,수치정답 2/2
Meta-Llama-3-8B-Instruct-Q6_K,P01,PPT,97.25,hybrid,Hybrid: 자동검증 100.0점 × 45% + Judge 95.0점 × 55%. Judge: 6장 구성 및 문제→근거→대안/계획 흐름 준수. 경영진 관점에서 명확하고 중복 최소화됨. 다만 '결정'에 해당하는 슬라이드가 약간 부족해 소폭 감점.
Meta-Llama-3-8B-Instruct-Q6_K,P02,PPT,80.0,hybrid,"Hybrid: 자동검증 80.0점 × 35% + Judge 80.0점 × 65%. Judge: 차트 유형과 제목은 적절하지만, 파일럿 표기 누락(10점 감점)과 4.8% 누락(10점 감점)으로 인해 자동검증 결과에 따라 점수가 감산됨."
Meta-Llama-3-8B-Instruct-Q6_K,P03,PPT,91.75,hybrid,"Hybrid: 자동검증 100.0점 × 45% + Judge 85.0점 × 55%. Judge: 전체 구조는 5장으로 적절하며, 각 슬라이드별 핵심 내용도 2개로 정확히 제시됨. 그러나 VRAM과 양자화에 대한 설명이 상대적으로 간단하고, 멀티에이전트 역할배치 이유가 명확하게 연결되지 않아 깊이 있는 설명 부족."
Meta-Llama-3-8B-Instruct-Q6_K,P04,PPT,50.0,objective,필수개념 1/2
Meta-Llama-3-8B-Instruct-Q6_K,R01,Research,100.0,objective,필수개념 3/3
Meta-Llama-3-8B-Instruct-Q6_K,R02,Research,75.0,objective,필수개념 3/4
Meta-Llama-3-8B-Instruct-Q6_K,R03,Research,70.0,hybrid,"Hybrid: 자동검증 80.0점 × 50% + Judge 60.0점 × 50%. Judge: 센서 A가 샘플링 10Hz로 요구사항 20Hz를 충족하지 못했으나, 이를 설명하지 않아 핵심 사실 #2 누락. 센서 B의 정확도가 ±1.0°C로 요구사항 ±0.8°C를 만족하지 못함에도 불구하고 이를 언급하지 않아 핵심 사실 #6 누락."
Meta-Llama-3-8B-Instruct-Q6_K,R04,Research,25.0,objective,필수개념 1/4
Meta-Llama-3-8B-Instruct-Q6_K,W01,Writer,46.0,hybrid,"Hybrid: 자동검증 46.0점 × 45% + Judge 46.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 요약이 180-230자 기준을 크게 초과했고, '3개월', '한 개 라인', '다른 라인' 등의 필수 사실이 누락됨. 또한 과장된 표현이 포함되어 감점 사유가 됨."
Meta-Llama-3-8B-Instruct-Q6_K,W02,Writer,97.25,hybrid,"Hybrid: 자동검증 100.0점 × 45% + Judge 95.0점 × 55%. Judge: 3문장으로 정확히 구성되었고, 전문 용어를 비전공자가 이해할 수 있도록 쉽게 설명함. 의미 훼손 없음."
Meta-Llama-3-8B-Instruct-Q6_K,W03,Writer,16.8,hybrid,"Hybrid: 자동검증 0.0점 × 40% + Judge 28.0점 × 60%, 실패한 핵심조건 상한 70.0점. Judge: 자동검증 결과에서 여러 항목이 누락/미준수로 표시되었으며, 예산과 정확도 우선 권고를 구분하지 못하고 단일결론처럼 서술함. 또한 요구된 글자 수를 크게 초과하여 감점됨."
Meta-Llama-3-8B-Instruct-Q6_K,W04,Writer,48.0,hybrid,"Hybrid: 자동검증 54.0점 × 40% + Judge 44.0점 × 60%, 실패한 핵심조건 상한 80.0점. Judge: 자동검증 결과에 따라 금요일 재점검과 원인 미확정이 누락되어 감점되었으며, 자료량도 과다함."
Meta-Llama-3.1-8B-Instruct-Q4_K_M,C01,Coding,100.0,objective,필수개념 2/2
Meta-Llama-3.1-8B-Instruct-Q4_K_M,C02,Coding,0.0,objective,필수개념 0/3
Meta-Llama-3.1-8B-Instruct-Q4_K_M,C03,Coding,100.0,objective,필수개념 5/5
Meta-Llama-3.1-8B-Instruct-Q4_K_M,C04,Coding,25.0,objective,"유효 알고리즘=FAIL, 평균 O(n) 설명=PASS"
Meta-Llama-3.1-8B-Instruct-Q4_K_M,C05,Coding,33.333333333333336,objective,필수개념 1/3
Meta-Llama-3.1-8B-Instruct-Q4_K_M,K01,Critic,0.0,objective,필수개념 0/2
Meta-Llama-3.1-8B-Instruct-Q4_K_M,K02,Critic,50.0,objective,필수개념 2/4
Meta-Llama-3.1-8B-Instruct-Q4_K_M,K03,Critic,88.0,hybrid,"Hybrid: 자동검증 88.0점 × 50% + Judge 88.0점 × 50%. Judge: 모순이 존재함을 정확히 지적했으나, 자동검증에서 요구하는 '약 4주' 또는 '30일'과 같은 구체적인 표현이 누락되어 감점됨."
Meta-Llama-3.1-8B-Instruct-Q4_K_M,K04,Critic,0.0,hybrid,"Hybrid: 자동검증 0.0점 × 55% + Judge 0.0점 × 45%, 실패한 핵심조건 상한 60.0점. Judge: 자동 검증 결과에 따라 하드코딩된 비밀번호와 SQL Injection 문제를 식별하지 못했으며, 수정 방향도 제시되지 않았다."
Meta-Llama-3.1-8B-Instruct-Q4_K_M,K05,Critic,70.0,hybrid,"Hybrid: 자동검증 80.0점 × 50% + Judge 60.0점 × 50%. Judge: 자동검증 결과 중 '작은 표본' 지적이 미흡하고, '보장'이라는 표현에 대한 비판이 부족함. 다른 항목은 충족되었으나, 주요 채점기준 중 일부가 반영되지 않음."
Meta-Llama-3.1-8B-Instruct-Q4_K_M,D01,Data,0.0,objective,"기대값 86.0, 추출값 [80.0, 20.0, 0.4, 90.0, 30.0, 0.6]"
Meta-Llama-3.1-8B-Instruct-Q4_K_M,D02,Data,0.0,objective,수치정답 0/2
Meta-Llama-3.1-8B-Instruct-Q4_K_M,D03,Data,0.0,objective,"기대값 0.2687, 추출값 [0.02, 0.9, 0.05]"
Meta-Llama-3.1-8B-Instruct-Q4_K_M,D04,Data,0.0,objective,"line 기준 groupby=FAIL, defect_rate 평균=FAIL, 집계 평균 > 0.03 필터=FAIL, 집계값 내림차순 정렬=FAIL"
Meta-Llama-3.1-8B-Instruct-Q4_K_M,D05,Data,0.0,objective,수치정답 0/2
Meta-Llama-3.1-8B-Instruct-Q4_K_M,P01,PPT,65.0,hybrid,"Hybrid: 자동검증 65.0점 × 45% + Judge 65.0점 × 55%, 실패한 핵심조건 상한 75.0점. Judge: 슬라이드 수가 6장이지만, 표지 포함 여부와 슬라이드 번호 구조에서 자동검증 실패. 문제→근거→대안/계획→결정 흐름이 명확하지 않으며, 일부 메시지는 너무 일반적이다."
Meta-Llama-3.1-8B-Instruct-Q4_K_M,P02,PPT,96.75,hybrid,"Hybrid: 자동검증 100.0점 × 35% + Judge 95.0점 × 65%. Judge: 차트 유형과 제목이 적절하며, 파일럿 라인임을 명확히 표시함. 다만 '가장 낮은'이라는 표현은 추세 비교에 있어 과도한 인과성을 암시할 수 있어 약간의 감점 사유가 있음."
Meta-Llama-3.1-8B-Instruct-Q4_K_M,P03,PPT,62.0,hybrid,"Hybrid: 자동검증 62.0점 × 45% + Judge 62.0점 × 55%, 실패한 핵심조건 상한 70.0점. Judge: 총 5장이지만 각 슬라이드에 실질적 핵심 내용이 2개씩 제시되지 않음. VRAM과 양자화의 설명이 부족하며, 멀티에이전트 배치 이유 연결이 미흡함."
Meta-Llama-3.1-8B-Instruct-Q4_K_M,P04,PPT,50.0,objective,필수개념 1/2
Meta-Llama-3.1-8B-Instruct-Q4_K_M,R01,Research,66.66666666666667,objective,필수개념 2/3
Meta-Llama-3.1-8B-Instruct-Q4_K_M,R02,Research,0.0,objective,필수개념 0/4
Meta-Llama-3.1-8B-Instruct-Q4_K_M,R03,Research,55.0,hybrid,"Hybrid: 자동검증 60.0점 × 50% + Judge 50.0점 × 50%. Judge: 자동검증 결과에 따라 센서 A와 B의 측정범위, 샘플링, 정확도 관련 핵심 사실이 누락되어 있으며, 결론 또한 요구조건을 모두 만족하지 못함을 명시하지 않음"
Meta-Llama-3.1-8B-Instruct-Q4_K_M,R04,Research,100.0,objective,필수개념 4/4
Meta-Llama-3.1-8B-Instruct-Q4_K_M,W01,Writer,91.75,hybrid,"Hybrid: 자동검증 100.0점 × 45% + Judge 85.0점 × 55%. Judge: 필수 요소를 모두 포함했으나, 보고서 문체와 분량이 적절하지 않으며 '한 개 라인에서만 검증'과 '다른 라인 검증 필요'의 연결성이 약하다."
Meta-Llama-3.1-8B-Instruct-Q4_K_M,W02,Writer,70.0,hybrid,"Hybrid: 자동검증 70.0점 × 45% + Judge 70.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 응답이 문제 요구사항을 완전히 충족하지 못함. 문장을 바꾸는 대신 API 파라미터 형식의 데이터를 제시해 비전공자에게 설명하는 것이 아님. 또한 3문장 규칙을 지키지 않음."
Meta-Llama-3.1-8B-Instruct-Q4_K_M,W03,Writer,40.0,hybrid,"Hybrid: 자동검증 28.0점 × 40% + Judge 48.0점 × 60%, 실패한 핵심조건 상한 70.0점. Judge: A안과 B안의 수치가 정확히 반영되지 않았고, 예산 및 정확도 우선 시 권고도 명시되지 않아 자동검증에서 여러 항목이 실패함. 트레이드오프 설명도 부족하며, 단일 결론처럼 작성됨."
Meta-Llama-3.1-8B-Instruct-Q4_K_M,W04,Writer,92.0,hybrid,"Hybrid: 자동검증 92.0점 × 40% + Judge 92.0점 × 60%. Judge: 원인 미확정이 누락되어 감점되었으나, 나머지 요건은 모두 충족됨."
Meta-Llama-3.1-8B-Instruct-Q6_K,C01,Coding,100.0,objective,필수개념 2/2
Meta-Llama-3.1-8B-Instruct-Q6_K,C02,Coding,0.0,objective,필수개념 0/3
Meta-Llama-3.1-8B-Instruct-Q6_K,C03,Coding,100.0,objective,필수개념 5/5
Meta-Llama-3.1-8B-Instruct-Q6_K,C04,Coding,0.0,objective,"유효 알고리즘=FAIL, 평균 O(n) 설명=FAIL"
Meta-Llama-3.1-8B-Instruct-Q6_K,C05,Coding,66.66666666666667,objective,필수개념 2/3
Meta-Llama-3.1-8B-Instruct-Q6_K,K01,Critic,0.0,objective,필수개념 0/2
Meta-Llama-3.1-8B-Instruct-Q6_K,K02,Critic,0.0,objective,필수개념 0/4
Meta-Llama-3.1-8B-Instruct-Q6_K,K03,Critic,88.0,hybrid,"Hybrid: 자동검증 88.0점 × 50% + Judge 88.0점 × 50%. Judge: 모순이 존재함을 정확히 지적했으나, 자동검증에서 요구하는 '약 4주'라는 표현이 누락되어 감점됨."
Meta-Llama-3.1-8B-Instruct-Q6_K,K04,Critic,50.0,hybrid,"Hybrid: 자동검증 50.0점 × 55% + Judge 50.0점 × 45%, 실패한 핵심조건 상한 60.0점. Judge: 하드코딩된 비밀번호 문제는 식별했으나, '비밀정보는 환경변수/Secret 관리 등으로 분리'라는 수정 방향은 제시하지 않음. SQL Injection 문제는 정확히 지적했지만, 총 2가지 문제 중 하나만 충족해 최종 점수가 감점됨."
Meta-Llama-3.1-8B-Instruct-Q6_K,K05,Critic,60.0,hybrid,"Hybrid: 자동검증 60.0점 × 50% + Judge 60.0점 × 50%. Judge: 자동검증 결과에서 '작은 표본'과 '불확실성' 관련 항목이 미준수로 처리되었으나, 이에 대한 비판이 응답에 포함되지 않아 감점됨. 다른 요소는 적절히 지적했지만, 핵심적인 통계적 한계를 충분히 반영하지 못함."
Meta-Llama-3.1-8B-Instruct-Q6_K,D01,Data,0.0,objective,"기대값 86.0, 추출값 [80.0, 20.0, 90.0, 30.0]"
Meta-Llama-3.1-8B-Instruct-Q6_K,D02,Data,0.0,objective,수치정답 0/2
Meta-Llama-3.1-8B-Instruct-Q6_K,D03,Data,0.0,objective,"기대값 0.2687, 추출값 [0.02, 1.0, 0.02, 0.9, 0.05]"
Meta-Llama-3.1-8B-Instruct-Q6_K,D04,Data,0.0,objective,"line 기준 groupby=FAIL, defect_rate 평균=FAIL, 집계 평균 > 0.03 필터=FAIL, 집계값 내림차순 정렬=FAIL"
Meta-Llama-3.1-8B-Instruct-Q6_K,D05,Data,0.0,objective,수치정답 0/2
Meta-Llama-3.1-8B-Instruct-Q6_K,P01,PPT,65.0,hybrid,"Hybrid: 자동검증 65.0점 × 45% + Judge 65.0점 × 55%, 실패한 핵심조건 상한 75.0점. Judge: 슬라이드 수가 6장이지만, 표지 포함 여부와 슬라이드 번호 구조에서 자동검증 실패. 문제→근거→대안/계획→결정 흐름은 불완전하며, 일부 메시지는 모호함."
Meta-Llama-3.1-8B-Instruct-Q6_K,P02,PPT,70.0,hybrid,"Hybrid: 자동검증 70.0점 × 35% + Judge 70.0점 × 65%. Judge: 차트 유형은 적절하지만, 5.2%, 4.8%, 3.1% 수치가 슬라이드에 명시되지 않아 자동검증에서 실패함. 파일럿 정보는 주석에 포함되어 있으나, 강조 문장에서 3.1%의 파일럿 특성을 충분히 반영하지 못함."
Meta-Llama-3.1-8B-Instruct-Q6_K,P03,PPT,62.0,hybrid,"Hybrid: 자동검증 62.0점 × 45% + Judge 62.0점 × 55%, 실패한 핵심조건 상한 70.0점. Judge: 총 4장만 제공되어 5장 요구에 미달(감점 30). 각 슬라이드당 핵심 2개 요건 충족했으나, 총 4장으로 부족하고, '멀티에이전트에서 모델을 역할별로 배치하는 이유' 연결 설명이 불충분함."
Meta-Llama-3.1-8B-Instruct-Q6_K,P04,PPT,100.0,objective,필수개념 2/2
Meta-Llama-3.1-8B-Instruct-Q6_K,R01,Research,66.66666666666667,objective,필수개념 2/3
Meta-Llama-3.1-8B-Instruct-Q6_K,R02,Research,25.0,objective,필수개념 1/4
Meta-Llama-3.1-8B-Instruct-Q6_K,R03,Research,55.0,hybrid,"Hybrid: 자동검증 60.0점 × 50% + Judge 50.0점 × 50%. Judge: 결론이 잘못되었고, 자동검증에서 지적된 핵심 사실들이 모두 누락됨. 센서 A와 B의 탈락 이유도 정확히 설명되지 않음."
Meta-Llama-3.1-8B-Instruct-Q6_K,R04,Research,100.0,objective,필수개념 4/4
Meta-Llama-3.1-8B-Instruct-Q6_K,W01,Writer,100.0,hybrid,"Hybrid: 자동검증 100.0점 × 45% + Judge 100.0점 × 55%. Judge: 핵심 수치와 기간이 정확히 포함되었으며, 한 개 라인 한계와 향후 검증 필요성이 명시되어 보고서 문체에 부합한다."
Meta-Llama-3.1-8B-Instruct-Q6_K,W02,Writer,70.0,hybrid,"Hybrid: 자동검증 70.0점 × 45% + Judge 70.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 응답은 JSON 형식의 데이터 구조를 제공했으나, 문제에서 요구한 '3문장으로 바꾸기'에 전혀 부합하지 않음. 자동검증 결과에 따라 문장 수가 1개로 미준수되었고, 비전공자 친화적 설명도 전혀 없음."
Meta-Llama-3.1-8B-Instruct-Q6_K,W03,Writer,26.0,hybrid,"Hybrid: 자동검증 14.0점 × 40% + Judge 34.0점 × 60%, 실패한 핵심조건 상한 70.0점. Judge: 자동검증 결과에 따라 A안과 B안이 누락되었고, 예산 및 정확도 우선 권고의 의미 패턴도 미충족되어 핵심 요구사항을 대부분 충족하지 못함."
Meta-Llama-3.1-8B-Instruct-Q6_K,W04,Writer,70.0,hybrid,"Hybrid: 자동검증 70.0점 × 40% + Judge 70.0점 × 60%, 실패한 핵심조건 상한 80.0점. Judge: 문장 길이가 134자로 요구 범위(150~220)를 충족하지 못해 감점됨. 나머지 요건은 모두 준수함."
Ministral-3-14B-Instruct-2512-Q5_K_M,C01,Coding,100.0,objective,필수개념 2/2
Ministral-3-14B-Instruct-2512-Q5_K_M,C02,Coding,100.0,objective,필수개념 3/3
Ministral-3-14B-Instruct-2512-Q5_K_M,C03,Coding,100.0,objective,필수개념 5/5
